Id,MSSubClass,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,KitchenQual,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
492,30,IDOTRR,4,1920,1950,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Rec,720,TA,720,720,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Abnorml,34900
493,50,BrkSide,7,1925,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,No,Rec,1026,Ex,1133,1820,TA,NoFireplace,Detchd,1925.0,Unf,1,240,WD,Normal,184000
494,20,Sawyer,5,1967,2004,HdBoard,HdBoard,BrkFace,TA,PConc,TA,No,ALQ,864,Ex,899,899,Gd,NoFireplace,Attchd,1967.0,Fin,1,288,WD,Normal,130000
495,20,NAmes,5,1958,1985,MetalSd,MetalSd,None,TA,CBlock,TA,No,BLQ,912,Fa,912,912,TA,NoFireplace,Attchd,1958.0,Fin,1,297,WD,Normal,120000
496,160,BrDale,6,1973,1973,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,BLQ,672,TA,672,1218,TA,NoFireplace,Detchd,1973.0,Unf,1,264,WD,Normal,113000
497,60,Somerst,7,2005,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,866,Gd,866,1768,Gd,NoFireplace,Attchd,2005.0,RFn,2,603,WD,Normal,226700
498,20,Edwards,5,1965,1965,MetalSd,MetalSd,None,TA,CBlock,TA,No,ALQ,1214,Ex,1214,1214,TA,NoFireplace,Detchd,1965.0,Unf,2,461,WD,Normal,140000
499,20,Crawfor,7,1959,1997,BrkFace,Wd Sdng,None,TA,CBlock,TA,No,ALQ,1501,TA,1801,1801,TA,TA,Attchd,1959.0,Fin,2,484,WD,Normal,289000
500,160,NPkVill,6,1974,1974,Plywood,Brk Cmn,None,TA,CBlock,TA,No,ALQ,855,TA,855,1322,TA,Fa,Attchd,1974.0,Unf,2,440,WD,Normal,147000
501,90,OldTown,5,1952,1952,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,No,Unf,960,Gd,960,1960,TA,NoFireplace,Detchd,1952.0,Unf,2,400,COD,Normal,124500
502,60,SawyerW,8,1993,1994,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,777,Ex,1065,1911,Gd,TA,Attchd,1993.0,RFn,2,471,WD,Normal,215000
503,20,Somerst,6,2009,2009,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,1218,Ex,1218,1218,Gd,NoFireplace,Attchd,2009.0,Fin,2,676,New,Partial,208300
504,70,OldTown,7,1928,2005,MetalSd,MetalSd,None,TA,BrkTil,TA,No,Rec,689,Ex,689,1378,Gd,Gd,Detchd,1928.0,Unf,2,360,WD,Normal,161000
505,20,NAmes,5,1959,1959,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,No,ALQ,1041,Ex,1041,1041,TA,NoFireplace,Attchd,1959.0,RFn,1,270,WD,Normal,124500
506,20,NAmes,5,1951,2000,Wd Sdng,Wd Sdng,BrkCmn,Gd,CBlock,TA,No,BLQ,1008,Ex,1363,1363,TA,TA,CarPort,1951.0,Unf,1,288,WD,Normal,164900
507,120,NridgHt,7,2005,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,No,Unf,1368,Ex,1368,1368,Gd,Gd,Attchd,2005.0,RFn,2,474,New,Partial,202665
508,20,NAmes,5,1958,1958,VinylSd,VinylSd,None,TA,CBlock,TA,No,BLQ,864,TA,864,864,TA,NoFireplace,Detchd,1964.0,Unf,2,624,WD,Normal,129900
509,20,Mitchel,6,1983,1983,VinylSd,VinylSd,None,TA,PConc,TA,No,ALQ,1084,TA,1080,1080,TA,NoFireplace,Attchd,1983.0,Unf,2,484,WD,Normal,134000
510,45,Crawfor,5,1926,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,768,Fa,789,789,TA,NoFireplace,Detchd,1926.0,Unf,1,200,WD,Normal,96500
511,20,NridgHt,10,2009,2009,CemntBd,CmentBd,BrkFace,Ex,CBlock,Ex,No,GLQ,2006,Ex,2020,2020,Ex,Gd,Attchd,2009.0,Fin,3,900,New,Partial,402861
512,80,NWAmes,6,1972,1972,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,Unf,689,TA,1378,2119,TA,TA,Attchd,1972.0,RFn,2,583,COD,Abnorml,158000
513,60,NoRidge,7,1996,1997,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1264,Ex,1277,2344,Gd,TA,Attchd,1996.0,RFn,3,889,WD,Normal,265000
514,60,CollgCr,6,1998,1998,VinylSd,VinylSd,None,TA,PConc,Gd,Mn,GLQ,794,Ex,882,1796,TA,NoFireplace,Attchd,1998.0,RFn,2,546,WD,Normal,211000
515,70,Crawfor,7,1926,2004,MetalSd,MetalSd,None,Gd,BrkTil,Gd,No,Unf,1276,Ex,1276,2080,Gd,Gd,Detchd,1926.0,Unf,1,282,WD,Normal,234000
516,190,OldTown,4,1900,2000,MetalSd,MetalSd,None,TA,BrkTil,NoBsmt,NoBsmt,NoBsmt,0,TA,694,1294,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,106250
517,20,NAmes,6,1957,1957,VinylSd,VinylSd,None,TA,CBlock,TA,No,Rec,1244,Ex,1244,1244,TA,Gd,Attchd,1957.0,Unf,1,336,WD,Normal,150000
518,50,BrkSide,6,1947,1950,CemntBd,CmentBd,None,TA,CBlock,TA,No,ALQ,1004,Ex,1004,1664,TA,Gd,Detchd,1950.0,Unf,2,420,WD,Normal,159000
519,60,NoRidge,7,1996,1997,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1379,Ex,1383,2398,Gd,TA,Attchd,1996.0,Fin,3,834,WD,Normal,315750
520,20,Somerst,7,2005,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,1257,Ex,1266,1266,Gd,TA,Attchd,2005.0,Unf,2,453,WD,Normal,176000
521,20,NAmes,5,1956,2000,Wd Sdng,Wd Sdng,None,TA,CBlock,Gd,No,Rec,928,TA,928,928,TA,NoFireplace,Attchd,1956.0,Unf,1,252,WD,Normal,132000
522,60,NridgHt,9,2008,2008,VinylSd,VinylSd,Stone,Ex,PConc,Ex,Av,GLQ,1452,Ex,1476,2713,Ex,Gd,Attchd,2008.0,Fin,3,858,New,Partial,446261
523,30,Edwards,4,1920,2002,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Mn,ALQ,528,Ex,605,605,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,86000
524,20,Crawfor,6,1957,1975,Wd Sdng,Stone,,Gd,PConc,TA,No,Rec,2035,TA,2515,2515,TA,TA,Attchd,1975.0,RFn,2,484,WD,Alloca,200624
525,80,Timber,6,1988,1989,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,Av,GLQ,1461,Ex,1509,1509,Gd,Fa,Attchd,1988.0,RFn,2,600,WD,Abnorml,175000
526,70,BrkSide,6,1920,1999,Wd Sdng,Wd Sdng,None,TA,BrkTil,Fa,Mn,Unf,611,Ex,751,1362,TA,NoFireplace,Detchd,1920.0,Fin,2,502,WD,Normal,128000
527,20,NAmes,5,1955,2007,VinylSd,VinylSd,None,TA,Slab,NoBsmt,NoBsmt,NoBsmt,0,Ex,827,827,TA,Po,Detchd,1967.0,Unf,1,392,WD,Normal,107500
528,20,BrkSide,1,1946,1950,VinylSd,VinylSd,None,Fa,Slab,NoBsmt,NoBsmt,NoBsmt,0,Fa,334,334,Fa,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,39300
529,60,Gilbert,8,2004,2004,VinylSd,VinylSd,None,Gd,PConc,Ex,Av,Unf,707,Ex,707,1414,Gd,Gd,Attchd,2004.0,Fin,2,403,WD,Normal,178000
530,190,Edwards,5,1910,1991,MetalSd,MetalSd,None,TA,CBlock,Gd,Gd,GLQ,1117,TA,820,1347,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,107500
531,60,CollgCr,7,1998,1999,VinylSd,VinylSd,None,TA,PConc,Gd,Av,Unf,880,Ex,880,1724,Gd,NoFireplace,Attchd,1998.0,Fin,2,527,WD,Normal,188000
532,20,NAmes,4,1972,1972,MetalSd,MetalSd,None,TA,CBlock,TA,No,BLQ,864,TA,864,864,TA,NoFireplace,Detchd,1980.0,Unf,2,576,COD,Normal,111250
533,20,Sawyer,5,1968,1968,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,BLQ,1051,TA,1159,1159,TA,Fa,Attchd,1968.0,Unf,1,336,WD,Normal,158000
534,20,CollgCr,8,2001,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1581,Ex,1601,1601,Gd,TA,Attchd,2001.0,RFn,2,670,WD,Normal,272000
535,20,Timber,9,2006,2006,VinylSd,VinylSd,BrkFace,Ex,PConc,Ex,Av,GLQ,1838,Ex,1838,1838,Ex,Gd,Attchd,2006.0,Fin,3,765,WD,Normal,315000
536,60,NoRidge,8,2000,2000,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,969,Ex,997,2285,Gd,TA,BuiltIn,2000.0,Fin,3,648,WD,Normal,248000
537,20,NWAmes,7,1998,1999,VinylSd,VinylSd,None,Gd,PConc,Ex,No,LwQ,1650,Ex,1680,1680,Gd,TA,Attchd,1998.0,Fin,2,583,WD,Normal,213250
538,120,NAmes,7,1998,1998,MetalSd,MetalSd,BrkFace,TA,PConc,Gd,Av,GLQ,723,Ex,767,767,TA,NoFireplace,Attchd,1998.0,Fin,1,367,WD,Normal,133000
539,60,Gilbert,7,2006,2006,VinylSd,VinylSd,None,Gd,PConc,Gd,Av,GLQ,654,Ex,664,1496,Gd,Gd,Attchd,2006.0,RFn,2,426,New,Partial,179665
540,50,NWAmes,7,1988,1988,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,No,GLQ,1204,Gd,1377,2183,Gd,NoFireplace,Attchd,1988.0,Unf,3,786,WD,Normal,229000
541,50,BrkSide,6,1923,1950,BrkFace,Wd Sdng,None,TA,BrkTil,Gd,No,Rec,1065,Ex,915,1635,TA,Gd,Detchd,1950.0,Unf,2,440,WD,Normal,210000
542,85,Mitchel,5,1970,1970,VinylSd,VinylSd,None,TA,CBlock,Gd,Av,ALQ,768,Ex,768,768,TA,NoFireplace,Detchd,1987.0,Unf,2,624,WD,Normal,129500
543,20,OldTown,5,1955,1995,MetalSd,MetalSd,None,TA,CBlock,TA,No,LwQ,825,TA,825,825,TA,NoFireplace,Detchd,1963.0,RFn,2,720,WD,Normal,125000
544,60,Somerst,7,2003,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,912,Ex,912,2094,Gd,Gd,BuiltIn,2003.0,Fin,2,615,WD,Normal,263000
545,120,NPkVill,6,1977,1977,Plywood,Plywood,None,TA,CBlock,Gd,No,ALQ,1069,TA,1069,1069,TA,NoFireplace,Attchd,1977.0,RFn,2,440,COD,Abnorml,140000
546,20,OldTown,5,1957,1957,BrkFace,BrkFace,None,TA,CBlock,TA,No,Rec,928,Gd,928,928,TA,NoFireplace,Attchd,1957.0,Fin,1,288,WD,Normal,112500
547,20,NridgHt,8,2006,2006,VinylSd,VinylSd,Stone,Gd,PConc,Ex,Av,Unf,1709,Ex,1717,1717,Gd,Gd,Attchd,2006.0,RFn,3,908,WD,Normal,255500
548,20,Edwards,4,1949,2003,VinylSd,VinylSd,None,TA,CBlock,NoBsmt,NoBsmt,NoBsmt,0,Ex,1126,1126,Gd,NoFireplace,Detchd,2002.0,Fin,2,520,WD,Normal,108000
549,60,NridgHt,7,2003,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,998,Ex,1006,2046,Gd,Gd,BuiltIn,2003.0,RFn,3,871,WD,Normal,284000
550,45,BrkSide,5,1922,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,No,Unf,993,TA,1048,1048,TA,Gd,Detchd,1922.0,Unf,1,280,WD,Normal,113000
551,20,NAmes,5,1957,1957,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Rec,1092,TA,1092,1092,TA,TA,Attchd,1957.0,Fin,1,299,WD,Normal,141000
552,50,IDOTRR,4,1920,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,637,Gd,897,1336,TA,NoFireplace,CarPort,1994.0,Unf,1,570,COD,Normal,108000
553,60,Gilbert,7,1996,1997,HdBoard,HdBoard,None,TA,PConc,Gd,Gd,GLQ,729,Ex,729,1446,TA,TA,Attchd,1996.0,Unf,2,406,WD,Normal,175000
554,120,Blmngtn,7,2003,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Gd,Unf,1374,Ex,1557,1557,Gd,TA,Attchd,2003.0,Fin,2,420,WD,Normal,234000
555,20,Sawyer,5,1957,1996,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,Gd,No,ALQ,1392,TA,1392,1392,TA,Gd,Detchd,1957.0,Unf,2,528,WD,Normal,121500
556,20,Mitchel,5,1974,1975,HdBoard,HdBoard,None,TA,CBlock,Gd,Av,ALQ,1389,Gd,1389,1389,TA,TA,Attchd,1975.0,RFn,2,418,WD,Normal,170000
557,30,Edwards,5,1940,1969,WdShing,Wd Shng,None,TA,CBlock,TA,No,BLQ,996,Ex,996,996,TA,Gd,NoGarage,,NoGarage,0,0,WD,Normal,108000
558,50,Edwards,6,1918,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,Mn,Unf,1163,Ex,1163,1674,TA,Gd,Detchd,1955.0,Fin,2,396,WD,Normal,185000
559,60,NoRidge,7,1992,2000,HdBoard,HdBoard,None,Gd,PConc,Gd,No,GLQ,1095,Ex,1166,2295,Gd,TA,Attchd,1992.0,RFn,2,590,WD,Normal,268000
560,70,SWISU,6,1915,1950,Wd Sdng,Wd Sdng,None,TA,PConc,Gd,No,Unf,806,TA,841,1647,Fa,NoFireplace,Detchd,1920.0,Unf,1,216,WD,Normal,128000
561,60,StoneBr,9,2005,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,Unf,1122,Ex,1134,2504,Ex,Gd,BuiltIn,2005.0,Fin,3,656,WD,Normal,325000
562,20,NridgHt,7,2004,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,No,GLQ,1517,Ex,1535,1535,Gd,NoFireplace,Attchd,2004.0,RFn,2,532,WD,Normal,214000
563,50,SawyerW,8,1983,2009,Wd Sdng,Wd Sdng,None,Gd,CBlock,Gd,Gd,GLQ,1496,Ex,1496,2132,Gd,Gd,BuiltIn,1983.0,Fin,2,612,WD,Normal,316600
564,90,NAmes,5,1979,1979,MetalSd,MetalSd,None,TA,CBlock,Gd,Gd,GLQ,943,TA,943,943,TA,TA,Detchd,1979.0,Unf,2,600,WD,Normal,135960
565,90,NAmes,5,1965,1965,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,LwQ,1728,TA,1728,1728,TA,NoFireplace,Detchd,1987.0,Unf,2,576,WD,Normal,142600
566,20,NAmes,6,1959,1959,WdShing,Wd Shng,BrkFace,TA,CBlock,TA,No,BLQ,864,Ex,864,864,Gd,NoFireplace,Attchd,1959.0,Unf,1,288,WD,Abnorml,120000
567,60,Timber,7,2009,2009,VinylSd,VinylSd,None,TA,PConc,Ex,Av,Unf,846,Gd,846,1692,Gd,NoFireplace,Attchd,2009.0,RFn,2,650,New,Partial,224500
568,80,Gilbert,7,2000,2000,VinylSd,VinylSd,None,TA,PConc,Gd,No,Unf,384,Ex,774,1430,TA,TA,BuiltIn,2000.0,RFn,2,400,WD,Normal,170000
569,80,NAmes,5,1971,2005,MetalSd,AsphShn,BrkFace,TA,CBlock,TA,Av,ALQ,372,TA,576,1109,TA,NoFireplace,BuiltIn,1971.0,Unf,1,288,WD,Normal,139000
570,50,NAmes,5,1947,1950,MetalSd,MetalSd,None,TA,CBlock,TA,No,Rec,832,TA,832,1216,TA,NoFireplace,Detchd,1947.0,Unf,1,336,COD,Abnorml,118500
571,50,SWISU,7,1928,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,No,Unf,861,Gd,877,1477,TA,Gd,Detchd,1928.0,Unf,1,216,WD,Normal,145000
572,80,Sawyer,5,1966,1966,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,Av,LwQ,1164,Ex,1320,1320,TA,Fa,Attchd,1966.0,RFn,2,564,WD,Abnorml,164500
573,160,Somerst,7,2007,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,No,Unf,689,Ex,703,1392,Gd,NoFireplace,Detchd,2007.0,Unf,2,540,WD,Abnorml,146000
574,50,OldTown,5,1954,1954,MetalSd,MetalSd,BrkFace,TA,BrkTil,TA,No,Unf,1050,Ex,1050,1795,TA,NoFireplace,Attchd,1954.0,Unf,1,352,WD,Normal,131500
575,20,NAmes,6,1960,1987,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,No,BLQ,1144,Ex,1429,1429,Gd,Gd,Attchd,1960.0,Unf,2,572,WD,Normal,181900
576,20,NridgHt,8,2008,2009,VinylSd,VinylSd,BrkFace,Ex,PConc,Ex,No,Unf,2042,Ex,2042,2042,Ex,Gd,Attchd,2009.0,RFn,3,1390,New,Partial,253293
577,90,Edwards,6,1990,1990,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,Av,GLQ,816,TA,816,816,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,118500
578,75,OldTown,10,1893,2000,Wd Sdng,Wd Sdng,None,Ex,BrkTil,TA,No,Unf,1237,Gd,1521,2775,Gd,Gd,Detchd,1988.0,Unf,2,880,WD,Normal,325000
579,50,BrkSide,4,1935,1995,AsbShng,AsbShng,None,TA,BrkTil,TA,No,Unf,884,Ex,989,1573,Gd,NoFireplace,Detchd,1935.0,Unf,1,240,WD,Normal,133000
580,20,Timber,8,2005,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Gd,GLQ,1868,Ex,2028,2028,Gd,Gd,Attchd,2005.0,RFn,3,880,New,Partial,369900
581,30,BrkSide,6,1918,2000,Stucco,Wd Shng,None,TA,BrkTil,TA,Mn,Rec,816,Ex,838,838,Fa,NoFireplace,Detchd,1961.0,Fin,1,275,WD,Normal,130000
582,85,Sawyer,5,1982,1982,HdBoard,HdBoard,None,TA,CBlock,TA,Av,ALQ,840,TA,860,860,TA,NoFireplace,Detchd,1996.0,Unf,2,528,WD,Normal,137000
583,20,ClearCr,5,1968,2003,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,Gd,GLQ,1437,Ex,1473,1473,Ex,Gd,Attchd,1968.0,Unf,1,452,WD,Partial,143000
584,40,BrkSide,5,1930,1960,VinylSd,VinylSd,None,TA,BrkTil,TA,No,Unf,742,TA,779,935,TA,NoFireplace,Detchd,1988.0,Unf,1,308,WD,Normal,79500
585,60,CollgCr,7,2004,2004,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,770,Ex,770,1582,Gd,NoFireplace,Attchd,2004.0,RFn,2,520,WD,Normal,185900
586,60,NridgHt,10,2008,2008,CemntBd,CmentBd,Stone,Ex,PConc,Ex,Gd,GLQ,1722,Ex,1728,2296,Ex,Gd,BuiltIn,2008.0,RFn,3,842,ConLI,Normal,451950
587,20,Mitchel,5,1982,2003,HdBoard,HdBoard,None,TA,PConc,TA,No,GLQ,816,Ex,816,816,TA,NoFireplace,Detchd,1985.0,Fin,2,816,WD,Normal,138000
588,120,CollgCr,6,2003,2003,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,848,Ex,848,848,Gd,NoFireplace,Attchd,2003.0,Fin,2,420,WD,Normal,140000
589,20,CollgCr,5,1975,1975,HdBoard,HdBoard,None,TA,CBlock,Gd,No,Unf,924,TA,924,924,TA,NoFireplace,Detchd,1981.0,Unf,1,280,WD,Normal,110000
590,20,StoneBr,8,2005,2006,VinylSd,Other,BrkFace,Gd,PConc,Gd,Gd,GLQ,1814,Ex,1826,1826,Gd,TA,Attchd,2005.0,Fin,3,758,New,Partial,319000
591,70,OldTown,6,1910,1993,VinylSd,VinylSd,None,TA,CBlock,TA,No,Unf,684,Ex,684,1368,TA,NoFireplace,Detchd,1930.0,Unf,1,216,WD,Normal,114504
592,120,Blmngtn,7,2006,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Av,Unf,1258,Ex,1402,1402,Gd,Gd,Attchd,2006.0,Fin,3,648,New,Partial,194201
593,20,Crawfor,5,1977,1977,Plywood,Plywood,BrkFace,TA,CBlock,Gd,Mn,ALQ,1430,Ex,1647,1647,Gd,TA,Attchd,1977.0,Fin,2,621,WD,Normal,217500
594,160,Blueste,6,1980,1980,MetalSd,MetalSd,None,TA,CBlock,Gd,No,LwQ,716,TA,716,1556,TA,TA,Attchd,1980.0,Fin,2,452,COD,Normal,151000
595,60,NridgHt,8,2005,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1058,Ex,1058,1904,Ex,Gd,BuiltIn,2003.0,Fin,2,736,WD,Normal,275000
596,50,IDOTRR,6,1937,1950,Wd Sdng,Wd Sdng,None,TA,PConc,TA,No,Unf,780,TA,780,1375,Gd,Gd,Detchd,1979.0,Unf,1,544,WD,Normal,141000
597,60,SawyerW,8,1992,1992,HdBoard,HdBoard,None,Gd,PConc,Gd,Mn,GLQ,908,Ex,927,1915,Gd,TA,Attchd,1992.0,Fin,2,506,WD,Abnorml,220000
598,160,Somerst,7,2004,2005,MetalSd,MetalSd,None,Gd,PConc,Gd,No,Unf,600,Ex,600,1200,Gd,NoFireplace,Detchd,2004.0,RFn,2,480,WD,Normal,151000
599,20,CollgCr,7,2002,2002,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Mn,GLQ,1494,Ex,1494,1494,Gd,TA,Attchd,2002.0,RFn,2,530,WD,Normal,221000
600,60,NAmes,7,1965,1990,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,No,BLQ,768,TA,1186,1986,TA,Fa,Attchd,1965.0,Unf,2,486,WD,Normal,205000
601,20,CollgCr,5,1996,1996,VinylSd,VinylSd,None,TA,PConc,Gd,No,GLQ,1040,Gd,1040,1040,Gd,NoFireplace,Detchd,2000.0,Unf,2,576,WD,Normal,152000
602,20,Edwards,5,1948,2002,MetalSd,MetalSd,None,TA,CBlock,TA,No,GLQ,896,Ex,1112,2008,Ex,NoFireplace,Attchd,1948.0,Unf,1,230,WD,Normal,225000
603,70,Crawfor,8,1934,1998,BrkFace,Wd Sdng,None,TA,PConc,Gd,Mn,BLQ,965,TA,1940,3194,TA,Gd,Basment,1934.0,Unf,2,380,WD,Alloca,359100
604,20,Sawyer,4,1961,1961,VinylSd,VinylSd,BrkCmn,TA,CBlock,TA,Mn,Rec,1029,Gd,1029,1029,TA,NoFireplace,Attchd,1961.0,Unf,1,261,WD,Normal,118500
605,60,CollgCr,9,2000,2000,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Mn,GLQ,1440,Ex,1476,2153,Ex,Ex,Attchd,2000.0,Fin,3,736,WD,Normal,313000
606,80,NWAmes,6,1978,1978,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,Av,ALQ,1032,TA,1032,1032,TA,TA,Attchd,1978.0,Unf,2,564,WD,Normal,148000
607,60,CollgCr,8,2001,2001,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,Av,GLQ,1299,Ex,1299,1872,Ex,TA,BuiltIn,2001.0,RFn,2,531,WD,Normal,261500
608,20,Mitchel,5,2007,2007,VinylSd,VinylSd,None,TA,PConc,Gd,No,ALQ,1120,Ex,1120,1120,TA,NoFireplace,NoGarage,,NoGarage,0,0,New,Partial,147000
609,180,MeadowV,4,1972,1972,CemntBd,CmentBd,None,TA,CBlock,Gd,Av,LwQ,630,Ex,630,630,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,75500
610,85,NAmes,6,1963,1963,MetalSd,MetalSd,BrkFace,TA,PConc,TA,Gd,GLQ,936,Ex,1054,1054,Gd,NoFireplace,Attchd,1963.0,RFn,2,480,WD,Abnorml,137500
611,60,Gilbert,6,2002,2003,VinylSd,VinylSd,None,Gd,PConc,Gd,No,GLQ,783,Ex,807,1509,Gd,Gd,Attchd,2002.0,Fin,2,393,WD,Normal,183200
612,45,NAmes,6,1954,1954,MetalSd,MetalSd,None,TA,CBlock,TA,No,Unf,832,Gd,832,832,Gd,NoFireplace,Detchd,1962.0,Unf,2,528,WD,Normal,105500
613,20,NridgHt,9,2007,2007,CemntBd,CmentBd,BrkFace,Ex,PConc,Ex,Av,GLQ,1822,Ex,1828,1828,Gd,Gd,Attchd,2007.0,Unf,3,774,New,Partial,314813
614,60,Timber,8,2003,2003,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Gd,GLQ,1482,Ex,1482,2262,Gd,Gd,Attchd,2003.0,Fin,3,749,WD,Normal,305000
615,30,Edwards,3,1914,1950,Stucco,Stucco,None,TA,BrkTil,TA,No,BLQ,864,TA,864,864,TA,NoFireplace,NoGarage,,NoGarage,0,0,WD,Normal,67000
616,60,NWAmes,6,1974,1997,HdBoard,HdBoard,None,TA,CBlock,TA,No,ALQ,1522,TA,1548,2614,TA,TA,Attchd,1974.0,RFn,2,624,WD,Normal,240000
617,20,Sawyer,5,1977,1977,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,BLQ,980,TA,980,980,TA,NoFireplace,Detchd,1986.0,Unf,2,484,WD,Normal,135000
618,160,Somerst,6,2000,2000,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,No,GLQ,756,Ex,756,1512,Gd,TA,Detchd,2000.0,Unf,2,440,WD,Normal,168500
619,60,NWAmes,6,1972,1972,VinylSd,VinylSd,None,TA,CBlock,TA,No,Rec,732,Gd,1012,1790,TA,TA,Attchd,1972.0,RFn,2,484,WD,Normal,165150
620,20,NAmes,6,1962,1962,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,No,Unf,1116,TA,1116,1116,TA,NoFireplace,Attchd,1962.0,Unf,2,440,WD,Normal,160000
621,20,NAmes,5,1960,1978,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,No,Unf,978,TA,1422,1422,TA,TA,Attchd,1960.0,RFn,1,286,WD,Normal,139900
622,80,NAmes,6,1955,1972,AsbShng,AsbShng,BrkFace,TA,CBlock,TA,Av,BLQ,1156,Ex,1520,1520,TA,Gd,Basment,1955.0,RFn,1,364,WD,Normal,153000
623,60,NAmes,5,1969,1969,Plywood,Plywood,BrkFace,TA,PConc,Gd,Av,Rec,1040,TA,1040,2080,Fa,TA,Attchd,1969.0,Unf,2,504,WD,Family,135000
624,80,NAmes,6,1964,1964,Plywood,Wd Sdng,BrkFace,TA,CBlock,TA,Gd,GLQ,1248,TA,1350,1350,TA,NoFireplace,Attchd,1964.0,RFn,2,520,WD,Normal,168500
625,70,OldTown,5,1880,1991,VinylSd,VinylSd,None,TA,BrkTil,Fa,No,Unf,636,TA,1089,1750,Ex,NoFireplace,Detchd,1937.0,Unf,1,240,WD,Abnorml,124000
626,120,NridgHt,8,2006,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,Mn,GLQ,1554,Ex,1554,1554,Gd,Gd,Attchd,2006.0,RFn,2,627,WD,Normal,209500
627,20,NWAmes,7,1977,1977,Plywood,Plywood,BrkFace,TA,CBlock,TA,No,ALQ,1386,TA,1411,1411,TA,TA,Attchd,1977.0,Fin,2,544,WD,Family,82500
